sample_id	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label	raw	umi	mapped	unmapped	reads_ercc	reads_hs	reads_egfp	reads_mcherry	molecules	mol_ercc	mol_hs	mol_egfp	mol_mcherry	detect_ercc	detect_hs	chip_id	chipmix	freemix	snps	reads	avg_dp	min_dp	snps_w_min	valid_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	molecule_outlier	filter_all	rfp.median.log10sum	gfp.median.log10sum	dapi.median.log10sum	rfp.median.log10sum.adjust	gfp.median.log10sum.adjust	dapi.median.log10sum.adjust	size	perimeter	eccentricity	theta
20170913-H11	20170913	H11	1	2.105526789	50x dilution	NA18855	NA19160	18855_19160	95	5070356	3065197	1999927	1065270	250200	1749432	288	7	102950	3566	99356	27	1	41	7092	NA18855	0.29654	0.06979	311848	5629	0.02	1	2397	TRUE	TRUE	0.34753720560212	TRUE	0.125104566316671	TRUE	TRUE	0.0142525979216627	0.0567932906223277	FALSE	FALSE	TRUE	2.99385021829657	3.00112382696166	2.59510736443951	0.649511929562671	0.0737708926341987	-0.241044346638058	615	82	0.79989505628115	4.04974721181005
20170914-A01	20170914	A01	1	2.172401489	50x dilution	NA19101	NA19160	19101_19160	3	4548573	2851396	1893209	958187	195790	1696816	599	4	127477	3667	123771	38	1	44	7966	NA19160	0.24767	0.07231	311848	7172	0.02	1	3067	TRUE	TRUE	0.336041363598743	TRUE	0.103417002560203	TRUE	TRUE	0.0187292507278206	0.0729430887026054	FALSE	FALSE	TRUE	2.75782666856965	2.88103813412142	3.00301372231054	0.428381312956444	0.076138978868669	0.189206862878885	1158	110	0.704599747896995	4.1245438184014
20170914-A02	20170914	A02	1	1.796131002	50x dilution	NA19101	NA19160	19101_19160	2	4801965	2974541	2035634	938907	208731	1826282	620	1	132868	3821	129018	28	1	45	8002	NA19160	0.18683	0.07859	311848	7794	0.02	1	3218	TRUE	TRUE	0.315647691526188	TRUE	0.102538570293088	TRUE	TRUE	0.0183058577786721	0.070645168708885	FALSE	FALSE	TRUE	3.0186873525587	2.66036585747457	2.77719364527918	0.753320206773805	-0.119234804465499	-0.0293606064438841	1326	115	0.617030800779305	3.6572305089195
20170914-A03	20170914	A03	1	1.581656575	50x dilution	NA19101	NA19160	19101_19160	1	4240354	2700705	1904176	796529	247052	1656562	561	1	105179	3820	101334	24	1	46	7640	NA19101	0.26826	0.09024	311848	6521	0.02	1	2796	TRUE	TRUE	0.294933730266727	TRUE	0.129742208703397	TRUE	TRUE	0.0154623318167835	0.0611712691707283	FALSE	FALSE	TRUE	2.89189602189987	2.96390306264745	2.8313144670216	0.370713335593801	0.0472177380449437	-0.0118240204579547	1435	118	0.685730061044358	4.03908097250493
20170914-A05	20170914	A05	1	2.898708744	50x dilution	NA19101	NA19160	19101_19160	50	4737126	2828724	1857165	971559	116087	1740383	687	8	178772	3796	174917	58	1	44	9057	NA19160	0.16825	0.0603	311848	10805	0.03	1	4287	TRUE	TRUE	0.343461928417194	TRUE	0.0625076393319926	TRUE	TRUE	0.0326996132211186	0.100504888866416	FALSE	FALSE	TRUE	2.29316388749413	3.26170288317919	3.25458084901679	0.018606959884917	0.370562640042797	0.336174165150491	2670	179	0.839393509713027	5.51814918717838
20170914-A06	20170914	A06	1	2.879878708	50x dilution	NA19101	NA19160	19101_19160	51	4398709	2743214	1926625	816589	164501	1761458	660	6	136898	3808	133058	29	3	47	8610	NA19101	0.30529	0.08201	311848	8653	0.03	1	3575	TRUE	TRUE	0.297676010694025	TRUE	0.085382988386427	TRUE	TRUE	0.023148795448052	0.075538559534204	FALSE	FALSE	TRUE	1.73412275935548	3.1197404356784	3.03204933417372	-0.258927681460227	0.306666576723538	0.131968644225489	1418	125	0.745977191457999	6.10896136266864
20170914-A09	20170914	A09	1	2.187735011	50x dilution	NA19101	NA19160	19101_19160	4	3292561	2099171	1495194	603977	174660	1320492	42	0	102558	3621	98929	8	0	47	7752	NA19101	0.29096	0.18883	311848	6709	0.02	1	2843	TRUE	TRUE	0.287721676795268	TRUE	0.116814272930469	TRUE	TRUE	0.0207317073170732	0.0749182880320365	FALSE	FALSE	TRUE	1.78551143952517	2.78021525893969	2.87637236460112	-0.604030384351465	-0.0628479975609828	0.00896155586321878	1017	106	0.810337615260397	0.971907820121315
20170914-A10	20170914	A10	1	1.863969352	50x dilution	NA19101	NA19160	19101_19160	52	4532500	2802682	1886841	915841	166847	1719494	499	1	134865	3653	131178	33	1	46	8272	NA19160	0.22456	0.10075	311848	7900	0.03	1	3390	TRUE	TRUE	0.326773069509848	TRUE	0.088426634782687	TRUE	TRUE	0.0218943103561946	0.0762887221473294	FALSE	FALSE	TRUE	1.97921168894582	3.06213152825529	3.14815585704751	-0.357973181246722	0.17879655098304	0.210004822836661	1632	124	0.295318653540231	0.254218969894809
20170914-A12	20170914	A12	1	2.90789589	50x dilution	NA19101	NA19160	19101_19160	54	4643249	2792033	1851689	940344	142442	1708596	650	1	157551	3928	153588	34	1	44	8959	NA19160	0.15819	0.04076	311848	9766	0.03	1	3941	TRUE	TRUE	0.336795446185629	TRUE	0.0769254448236178	TRUE	TRUE	0.0275761362519482	0.0898913493886208	FALSE	FALSE	TRUE	2.02079529266072	3.16114951065135	3.09993051641228	-0.195913499804643	0.198023489299713	0.160742408539635	1501	127	0.767547500829499	6.22053633800559
20170914-B01	20170914	B01	1	1.708493938	50x dilution	NA19101	NA19160	19101_19160	9	4839409	3086204	2124134	962070	234333	1888655	1144	2	126033	3625	122369	37	2	49	7764	NA19160	0.28476	0.11705	311848	6698	0.02	1	2850	TRUE	TRUE	0.311732471346677	TRUE	0.110319311305219	TRUE	TRUE	0.0154694387900979	0.0647916109612396	FALSE	FALSE	TRUE	2.96666726166693	2.99647639178322	3.07214946672718	0.4722180357246	0.155137246026142	0.262480467887283	1444	118	0.372452612254376	4.33813290277919
20170914-B02	20170914	B02	1	1.756604139	50x dilution	NA19101	NA19160	19101_19160	8	4702162	3018713	2149897	868816	189256	1959949	692	0	136399	3668	132694	37	0	43	8543	NA19160	0.23727	0.10658	311848	8879	0.03	1	3539	TRUE	TRUE	0.287810070053033	TRUE	0.0880302637754274	TRUE	TRUE	0.0193811556833073	0.0677027820621863	FALSE	FALSE	TRUE	2.37119640528148	3.10465558550538	3.11698245356445	0.102321050282512	0.273382503361736	0.287025330311848	1924	137	0.665703391672192	5.2980260246459
20170914-B03	20170914	B03	1	1.841027398	50x dilution	NA19101	NA19160	19101_19160	7	4680279	3029152	2034903	994249	236851	1797816	236	0	118269	3892	114357	20	0	45	8045	NA19160	0.2131	0.09042	311848	7502	0.02	1	3182	TRUE	TRUE	0.328226843684305	TRUE	0.116394245819088	TRUE	TRUE	0.0164322717657937	0.0636088453990842	FALSE	FALSE	TRUE	1.95234195645182	3.17825669878347	3.29697737613708	-0.38778676597475	0.229241157303779	0.392649558949235	3251	175	0.47401544109659	0.161923655145775
20170914-B07	20170914	B07	1	1.743928921	50x dilution	NA19101	NA19160	19101_19160	12	4436058	2784434	1890316	894118	176907	1713040	369	0	127933	3614	124287	32	0	44	7943	NA19160	0.20558	0.09438	311848	7395	0.02	1	3026	TRUE	TRUE	0.32111301614619	TRUE	0.0935859401285288	TRUE	TRUE	0.0204288128790834	0.0725534721897912	FALSE	FALSE	TRUE	2.4221209195621	3.19173399446568	3.36205440541208	-0.0214305983520395	0.179544903065886	0.386083758639841	3421	181	0.540534250738549	5.71449023417842
20170914-B09	20170914	B09	1	1.980709785	50x dilution	NA19101	NA19160	19101_19160	10	4490731	2874688	2055564	819124	201757	1853141	662	4	127632	3619	123983	27	3	42	8153	NA19101	0.28151	0.12116	311848	8099	0.03	1	3250	TRUE	TRUE	0.284943618229178	TRUE	0.0981516508364614	TRUE	TRUE	0.0179374197673439	0.0669042452786917	FALSE	FALSE	TRUE	2.89615400081902	2.85774235217327	2.95206606749984	0.538433234047315	-0.0350250089792841	0.0235167513264507	1252	113	0.792575007349991	3.77221758361489
20170914-B10	20170914	B10	1	1.797947431	50x dilution	NA19101	NA19160	19101_19160	58	4881102	3046996	2019448	1027548	151549	1867426	471	2	154705	3632	151035	36	2	47	8814	NA19101	0.28021	0.10375	311848	9363	0.03	1	3808	TRUE	TRUE	0.337233130598137	TRUE	0.0750447647079796	TRUE	TRUE	0.0239658460299969	0.0808787068403246	FALSE	FALSE	TRUE	2.00752749785115	3.09425289230219	3.12048396661895	-0.199173736848276	0.207415623664291	0.197340716079029	1535	129	0.588674560521584	6.20216728234992
20170914-B12	20170914	B12	1	2.404119585	50x dilution	NA19101	NA19160	19101_19160	60	5018372	3049562	1950335	1099227	213055	1736473	802	5	127650	3683	123931	34	2	42	7598	NA19160	0.20855	0.08228	311848	6736	0.02	1	2828	TRUE	TRUE	0.360454058648422	TRUE	0.10924020745154	TRUE	TRUE	0.0172866161319847	0.0713693791956454	FALSE	FALSE	TRUE	3.00212921985493	2.75965857844322	2.80953054498177	0.475702548542884	0.0538756008967818	-0.0608931288971974	1150	108	0.598669734748164	4.0340706032112
20170914-C03	20170914	C03	1	1.744235491	50x dilution	NA19101	NA19160	19101_19160	13	5573877	3459804	2293914	1165890	218551	2074568	744	51	198616	5532	193024	53	7	49	9565	NA19160	0.16418	0.0805	311848	12300	0.04	1	4898	TRUE	TRUE	0.336981516872054	TRUE	0.0952742779371851	TRUE	TRUE	0.0253121696995209	0.0930429853347781	FALSE	FALSE	TRUE	1.78912907302116	3.16300759527262	3.00145451404453	-0.74956373021317	0.230610842675532	0.123689873086526	2053	151	0.632966811349162	0.415761685947852
20170914-C05	20170914	C05	1	3.046135305	50x dilution	NA19101	NA19160	19101_19160	62	5851535	3666493	2537150	1129343	220724	2315553	871	2	219951	5696	214188	65	2	47	9859	NA19101	0.31576	0.12288	311848	13025	0.04	1	5071	TRUE	TRUE	0.308017225179483	TRUE	0.0869968271485722	TRUE	TRUE	0.0258059839437488	0.0924997182098617	FALSE	FALSE	TRUE	1.91924381332111	3.07954602012544	2.99458547636261	-0.41291986026076	0.397411327172178	0.137885241086654	1042	101	0.652898607808062	6.18264367863165
20170914-C06	20170914	C06	1	1.823942065	50x dilution	NA19101	NA19160	19101_19160	63	5370238	3425567	2381498	1044069	243351	2137576	570	1	193491	5504	187939	47	1	52	9506	NA19160	0.56486	0.21119	311848	11801	0.04	1	4680	TRUE	TRUE	0.30478720749003	TRUE	0.102184003513755	TRUE	TRUE	0.0226175359871133	0.0879215522629371	FALSE	FALSE	TRUE	1.16106282871068	2.7380492296089	3.00590810960497	-0.607404093163108	-0.201889009233069	0.0327415648900726	1326	113	0.603537685374381	1.25002449044538
20170914-C08	20170914	C08	1	1.764903218	50x dilution	NA19101	NA19160	19101_19160	17	5125829	3255457	2222554	1032903	214222	2007634	697	1	188126	5423	182650	52	1	50	9336	NA19160	0.15437	0.06326	311848	11143	0.04	1	4585	TRUE	TRUE	0.317283564181619	TRUE	0.0963855096434102	TRUE	TRUE	0.0253148602851248	0.0909777379741527	FALSE	FALSE	TRUE	2.757115754515	2.93548472452371	2.97719687224558	0.240869210003297	0.0357438987980525	0.155288012834883	1211	110	0.698477175614743	4.03047800053807
20170914-C10	20170914	C10	1	1.802292705	50x dilution	NA19101	NA19160	19101_19160	64	4313809	2757039	1907109	849930	189488	1717055	561	5	117842	3543	114276	21	2	44	7714	NA19101	0.27075	0.09592	311848	7212	0.02	1	3027	TRUE	TRUE	0.308276379115421	TRUE	0.0993587676425417	TRUE	TRUE	0.0186977539474795	0.066553488385637	FALSE	FALSE	TRUE	2.70161030035369	2.85538070791731	3.03411140915515	0.368110942293554	0.217169922103693	0.16660781753593	1369	115	0.733237730987909	4.62099271583724
20170914-C12	20170914	C12	1	3.350859503	50x dilution	NA19101	NA19160	19101_19160	66	4763477	2930020	1915286	1014734	177055	1737666	548	17	138008	3711	134256	33	8	48	8012	NA19160	0.18478	0.06078	311848	7386	0.02	1	3077	TRUE	TRUE	0.34632323328851	TRUE	0.0924431129345696	TRUE	TRUE	0.0209595888283302	0.0772622586849256	FALSE	FALSE	TRUE	2.62594622431995	2.57862628817753	2.74016155841019	0.252702823361721	-0.132380064912332	-0.142204691063932	815	88	0.602871112723164	3.1521708515257
20170914-D06	20170914	D06	1	2.151110902	50x dilution	NA19101	NA19160	19101_19160	69	3414693	2080672	1357464	723208	117778	1239052	633	1	122834	3457	119339	37	1	43	7946	NA19160	0.21822	0.09705	311848	7586	0.02	1	3210	TRUE	TRUE	0.347583857522954	TRUE	0.0867632585468197	TRUE	TRUE	0.0293518314116388	0.0963147632222054	FALSE	FALSE	TRUE	3.13199835138182	3.07910638865932	3.00765319428928	0.702027048463298	0.264796309363316	0.138139032624562	1439	123	0.615580087871508	4.40718051254676
20170914-D07	20170914	D07	1	1.323664326	50x dilution	NA19101	NA19160	19101_19160	24	4575477	2986010	1896593	1089417	180954	1714149	1417	73	152168	3751	148363	52	2	45	8692	NA19101	0.2986	0.10808	311848	6508	0.02	1	3533	TRUE	TRUE	0.364840372269349	TRUE	0.0954100326216537	TRUE	TRUE	0.0207290250560916	0.0865519858542052	FALSE	FALSE	TRUE	2.60849787646237	3.07513406467412	3.13630510799969	-0.0192210633492018	0.257869168816131	0.245219610021161	1508	118	0.423903119206326	5.63792377967981
20170914-D08	20170914	D08	1	1.982540013	50x dilution	NA19101	NA19160	19101_19160	23	3723601	2252172	1456954	795218	132842	1323561	542	9	117972	3432	114498	41	1	47	7785	NA19160	0.2674	0.12998	311848	6651	0.02	1	2983	TRUE	TRUE	0.353089373280549	TRUE	0.0911778958017892	TRUE	TRUE	0.0258352027220307	0.0865075353534896	FALSE	FALSE	TRUE	2.95939174890794	2.80924990661163	3.00765138418534	0.450565740796454	-0.125907710347943	0.0763371003635305	1686	129	0.578754646646404	3.4651872990532
20170914-D09	20170914	D09	1	1.993203609	50x dilution	NA19101	NA19160	19101_19160	22	5253741	3280288	2243695	1036593	213851	2029526	316	2	141601	3776	137811	12	2	43	8220	NA19101	0.32838	0.13946	311848	7419	0.02	1	3122	TRUE	TRUE	0.316006704289379	TRUE	0.0953119742210951	TRUE	TRUE	0.0176571538127014	0.0679030473125252	FALSE	FALSE	TRUE	2.62309638700498	2.86262586745393	3.0043325540872	0.420850014178709	-0.0711836268928594	0.0438676985912938	1477	131	0.806897262180007	3.60360667311446
20170914-D10	20170914	D10	1	2.144276584	50x dilution	NA19101	NA19160	19101_19160	70	4529032	2833125	1938216	894909	207229	1730061	860	66	126740	3903	122783	49	5	45	8070	NA19101	0.34143	0.12749	311848	7434	0.02	1	3181	TRUE	TRUE	0.315873461283918	TRUE	0.106917392076012	TRUE	TRUE	0.0188342365209503	0.0709703299479036	FALSE	FALSE	TRUE	2.13520748287991	2.94006540815659	2.87482428233183	-0.341266619738699	0.223263292427764	0.0158437155133253	1130	104	0.727165347175361	0.119010862663072
20170914-D12	20170914	D12	1	2.068347532	50x dilution	NA19101	NA19160	19101_19160	72	5465684	3336427	2273756	1062671	168197	2105004	504	51	161845	3832	157974	33	6	48	8896	NA19101	0.2803	0.11503	311848	9409	0.03	1	3902	TRUE	TRUE	0.318505694864596	TRUE	0.073973196772213	TRUE	TRUE	0.0227828082546062	0.0750468882719463	FALSE	FALSE	TRUE	1.89349444525633	3.21291441096424	3.24769927894649	-0.624352882763941	0.403760878827526	0.346105003703256	2041	152	0.89874236048918	0.0855565107185114
20170914-E05	20170914	E05	1	2.873429994	50x dilution	NA19101	NA19160	19101_19160	74	5127314	3193781	2170891	1022890	169682	2000086	1060	63	159599	3911	155653	33	2	46	8773	NA19160	0.26792	0.0836	311848	9226	0.03	1	3771	TRUE	TRUE	0.320275560534677	TRUE	0.078162376646271	TRUE	TRUE	0.0230489975365684	0.077823153604395	FALSE	FALSE	TRUE	1.81567308833835	3.11115725512591	3.16807558875269	-0.516944327018316	0.357337638112543	0.242374167283788	1826	146	0.743275973545495	0.0605424340103715
20170914-E06	20170914	E06	1	2.412694803	50x dilution	NA19101	NA19160	19101_19160	73	5232835	3227413	2092198	1135215	226553	1865494	151	0	140146	3961	136168	17	0	42	8042	NA19160	0.27818	0.09044	311848	7118	0.02	1	3007	TRUE	TRUE	0.351741472194603	TRUE	0.10828468433676	TRUE	TRUE	0.0174837675952205	0.0729929981013072	FALSE	FALSE	TRUE	2.4677139087392	3.04893564823514	2.87665489965565	0.175038267872588	0.153413754654521	0.0139515517151145	1578	151	0.828988299361806	4.84405929837287
20170914-E09	20170914	E09	1	2.164400721	50x dilution	NA19101	NA19160	19101_19160	30	4574252	2909055	1954771	954284	164231	1790118	422	0	147924	3806	144093	25	0	43	8505	NA19160	0.20503	0.0691	311848	8549	0.03	1	3544	TRUE	TRUE	0.328039174233557	TRUE	0.0840154677964836	TRUE	TRUE	0.0231746746960075	0.0804935764011088	FALSE	FALSE	TRUE	1.96920966128196	2.99287550801452	3.02890684295461	0.0474494811024331	0.290679318398852	0.139832650136536	1261	110	0.417783942403454	5.44982627715682
20170914-E10	20170914	E10	1	1.923567796	50x dilution	NA19101	NA19160	19101_19160	78	4344042	2703984	1853011	850973	161710	1690168	1069	64	141446	3934	137458	52	2	48	8426	NA19160	0.21599	0.09956	311848	8487	0.03	1	3619	TRUE	TRUE	0.314710811898295	TRUE	0.0872687749829871	TRUE	TRUE	0.0243274998454023	0.0813280099966394	FALSE	FALSE	TRUE	1.89140706919164	3.00458443487382	2.70182656830679	-0.415122716030931	0.11889328430556	-0.161192643035514	1367	114	0.481134156539999	0.477239753081456
20170914-E11	20170914	E11	1	3.040759871	50x dilution	NA19101	NA19160	19101_19160	77	3979065	2533673	1736949	796724	206493	1530109	333	14	108323	3790	104504	27	2	46	7743	NA19160	0.21242	0.08552	311848	7026	0.02	1	2882	TRUE	TRUE	0.314454154107495	TRUE	0.118882592407722	TRUE	TRUE	0.0183541330698861	0.0682984022706879	FALSE	FALSE	TRUE	2.11726132988436	3.20015202471247	3.30778443140062	-0.203998934150674	0.363707541566518	0.41823250146533	2194	147	0.543266363397658	5.93938231380556
20170914-E12	20170914	E12	1	3.636371141	50x dilution	NA19101	NA19160	19101_19160	76	4906255	3057410	1997045	1060365	150016	1846378	645	6	153893	3703	150150	39	1	43	8533	NA19160	0.1666	0.08079	311848	9038	0.03	1	3641	TRUE	TRUE	0.346818058421998	TRUE	0.075118988305221	TRUE	TRUE	0.0246840337030717	0.0813213762295695	FALSE	FALSE	TRUE	1.88211087573925	3.04116153128708	3.09953620526284	-0.454279974448976	0.148402159419484	0.121877511564796	1942	140	0.487927948519898	0.422138891072201
20170914-F02	20170914	F02	1	1.390117744	50x dilution	NA19101	NA19160	19101_19160	32	4702284	2849234	1806425	1042809	302650	1503624	150	1	119888	4104	115771	12	1	42	7019	NA19160	0.57406	0.19233	311848	4074	0.01	1	2220	TRUE	TRUE	0.365996264259096	TRUE	0.167540861093043	TRUE	TRUE	0.0135602180736825	0.0769946475980697	FALSE	FALSE	TRUE	1.7512097744017	2.11603871367105	2.39796174438966	-0.124441717484519	-0.31570558323213	-0.389771387362511	1844	132	0.444578648294531	2.0484124504143
20170914-F04	20170914	F04	1	3.202549986	50x dilution	NA19101	NA19160	19101_19160	81	4863496	3038069	2132764	905305	184580	1947484	651	49	155906	3945	151927	32	2	48	8976	NA19101	0.19707	0.09839	311848	9951	0.03	1	4052	TRUE	TRUE	0.297986977912615	TRUE	0.0865449716893196	TRUE	TRUE	0.0213728464622386	0.0780119374536582	FALSE	FALSE	TRUE	2.60806219614355	2.99548735589729	3.08620671665713	0.356678343827994	0.111105298609271	0.188588031523779	1422	116	0.617126625783789	4.30487129056487
20170914-F05	20170914	F05	1	4.109465636	50x dilution	NA19101	NA19160	19101_19160	80	5841954	3577201	2443155	1134046	161154	2281421	576	4	190325	4084	186191	46	4	46	9408	NA19101	0.22414	0.09603	311848	11416	0.04	1	4563	TRUE	TRUE	0.31702048612868	TRUE	0.0659614310184986	TRUE	TRUE	0.0253422192437048	0.0816118550675215	FALSE	FALSE	TRUE	1.90441095554379	3.24362029983163	3.16626869354283	-0.566501698759278	0.437073862417506	0.222944983959724	1856	144	0.574780409692463	6.28113084503061
20170914-F06	20170914	F06	1	2.034544027	50x dilution	NA19101	NA19160	19101_19160	79	5724839	3547278	2320491	1226787	244208	2075606	552	125	149144	4140	144960	41	3	44	8158	NA19160	0.34728	0.12837	311848	7769	0.02	1	3238	TRUE	TRUE	0.3458389785069	TRUE	0.10523979623278	TRUE	TRUE	0.0169527615802922	0.0698398443635256	FALSE	FALSE	TRUE	2.35381244388238	2.75485568614544	2.93608640347064	-0.0550689659574068	-0.145400011796393	0.0147843794467026	987	99	0.673849437488582	2.0170629621792
20170914-F07	20170914	F07	1	1.801467402	50x dilution	NA19101	NA19160	19101_19160	34	3991558	2541948	1813288	728660	130090	1682399	796	3	154636	3615	150962	56	3	42	8985	NA19101	0.22616	0.11872	311848	10188	0.03	1	4095	TRUE	TRUE	0.286654172311943	TRUE	0.0717426023885891	TRUE	TRUE	0.0277884541471289	0.0897302007431055	FALSE	FALSE	TRUE	2.22844719886714	3.15146083093694	3.14828346222241	0.17601665726377	0.507552469397512	0.177118737587646	1862	134	0.603170264869811	5.29023401012635
20170914-F08	20170914	F08	1	1.309030279	50x dilution	NA19101	NA19160	19101_19160	35	3802139	2418561	1616821	801740	257592	1359115	114	0	102095	4090	97995	10	0	46	7331	NA19101	0.35848	0.14748	311848	5915	0.02	1	2566	TRUE	TRUE	0.331494636686856	TRUE	0.159320048415997	TRUE	TRUE	0.0158778222926178	0.0721020664182207	FALSE	FALSE	TRUE	1.46897035373391	2.72736173493897	3.04159327151145	-0.858135962900743	-0.186268247241298	0.123474070199748	1494	121	0.562971514046527	1.10799207105942
20170914-F10	20170914	F10	1	2.262100537	50x dilution	NA19101	NA19160	19101_19160	84	4118237	2646055	1875532	770523	207351	1667404	725	52	120875	3771	117073	28	3	45	7876	NA19101	0.3735	0.12683	311848	7302	0.02	1	3068	TRUE	TRUE	0.291196895000293	TRUE	0.110555831625373	TRUE	TRUE	0.0181865532358175	0.0702127378847598	FALSE	FALSE	TRUE	2.79574425582398	2.6910100613967	2.87560111799538	0.46774928801087	-0.184416253165843	-0.0387947628111207	985	106	0.72198333040771	3.33705921711532
20170914-F11	20170914	F11	1	3.042392104	50x dilution	NA19101	NA19160	19101_19160	83	4220059	2660804	1882975	777829	147560	1734939	475	1	149666	3783	145850	32	1	45	8628	NA19160	0.2057	0.08364	311848	8776	0.03	1	3659	TRUE	TRUE	0.292328559337704	TRUE	0.07836535269985	TRUE	TRUE	0.0256370290051504	0.0840663562234753	FALSE	FALSE	TRUE	1.74980493756806	3.00090290489239	3.30371644253688	-0.176323668812366	0.213343716816442	0.484388114491747	2195	151	0.779461943245314	6.13559920661541
20170914-G02	20170914	G02	1	2.088814036	50x dilution	NA19101	NA19160	19101_19160	38	5838197	3695504	2515336	1180168	206954	2307939	443	0	172252	4005	168208	39	0	46	9128	NA19160	0.23297	0.08076	311848	10070	0.03	1	3991	TRUE	TRUE	0.319352380622508	TRUE	0.0822768807030154	TRUE	TRUE	0.0193521265595253	0.072882342210951	FALSE	FALSE	TRUE	3.03211594978595	2.9657847216157	3.02907278381564	0.813277180938154	0.160126695710582	0.071053743760312	1261	110	0.536902894648979	4.17719080913459
20170914-G03	20170914	G03	1	2.32981224	50x dilution	NA19101	NA19160	19101_19160	39	4953177	3277099	2205329	1071770	236468	1968238	623	0	135771	3823	131909	39	0	50	8218	NA19160	0.31053	0.1193	311848	8239	0.03	1	3361	TRUE	TRUE	0.327048404701841	TRUE	0.107225724597101	TRUE	TRUE	0.0161670923761355	0.067018825975314	FALSE	FALSE	TRUE	2.68855968429429	3.04412538694007	3.01228347989101	0.347144152567355	0.0842135595989655	0.0849350435385827	2356	156	0.621964549441814	4.20707197151365
20170914-G04	20170914	G04	1	2.247730368	50x dilution	NA19101	NA19160	19101_19160	87	6402245	4023662	2796043	1227619	216311	2579023	505	204	197987	4542	193410	28	7	50	9391	NA19101	0.2811	0.1318	311848	11328	0.04	1	4519	TRUE	TRUE	0.305099931356063	TRUE	0.0773632594348513	TRUE	TRUE	0.0209975452011225	0.0749935149861013	FALSE	FALSE	TRUE	1.85074674880651	3.11051073502184	3.05903336939735	-0.297795457088106	0.440121800653758	0.266610114731678	1264	110	0.662516487819737	5.9948020072821
20170914-G05	20170914	G05	1	3.076957181	50x dilution	NA19101	NA19160	19101_19160	86	4441312	2897218	1988866	908352	181334	1806867	664	1	144920	4109	140770	40	1	46	8624	NA19160	0.29389	0.13709	311848	9562	0.03	1	3866	TRUE	TRUE	0.313525595933754	TRUE	0.0911745688246468	TRUE	TRUE	0.0226598431623413	0.0779083352565518	FALSE	FALSE	TRUE	2.19429424309905	3.21724259341443	3.39394150744396	-0.228775251287864	0.491281809261829	0.523691544179708	3039	173	0.715444632747995	5.86209779976199
20170914-G06	20170914	G06	1	2.775026861	50x dilution	NA19101	NA19160	19101_19160	85	5542000	3558378	2520225	1038153	216828	2302531	865	1	167441	4419	162963	58	1	54	9045	NA19101	0.3519	0.13968	311848	10002	0.03	1	4098	TRUE	TRUE	0.291748937296712	TRUE	0.0860351754307651	TRUE	TRUE	0.0203802091980741	0.0707755943351034	FALSE	FALSE	TRUE	1.8366149840231	3.10842841257067	3.03167107551022	-0.22134817653268	0.247840352601562	0.168798542029627	1212	108	0.664824113563859	6.15190425393498
20170914-G10	20170914	G10	1	2.517144494	50x dilution	NA19101	NA19160	19101_19160	90	4789661	3038544	2075633	962911	231861	1843577	195	0	124532	3741	120775	16	0	42	7896	NA19160	0.2135	0.07965	311848	6983	0.02	1	2974	TRUE	TRUE	0.316898817328299	TRUE	0.111706163854593	TRUE	TRUE	0.016134666890939	0.0655112316979437	FALSE	FALSE	TRUE	2.42907018305808	2.30073775007337	2.80573547446752	-0.199418861856241	-0.51028651186617	-0.103216361719257	798	85	0.667080117797705	2.06491415185816
20170914-H02	20170914	H02	1	1.654556233	50x dilution	NA19101	NA19160	19101_19160	44	4618453	2998581	2180344	818237	190597	1989249	496	2	147513	3982	143506	23	2	48	8936	NA19101	0.2817	0.07902	311848	9627	0.03	1	3906	TRUE	TRUE	0.272874736416992	TRUE	0.087416022425819	TRUE	TRUE	0.020892249091014	0.0721407928318677	FALSE	FALSE	TRUE	1.78415746389748	3.06375253054086	3.01113100634154	-0.228868578154874	0.682791552755665	0.270595596060294	1156	107	0.667898319438455	5.76259953658539
20170914-H03	20170914	H03	1	1.309311639	50x dilution	NA19101	NA19160	19101_19160	45	4079692	2541782	1774883	766899	184611	1589800	462	10	131962	3913	128014	26	9	44	8129	NA19101	0.32638	0.11611	311848	7298	0.02	1	3188	TRUE	TRUE	0.301717063068351	TRUE	0.104013053254778	TRUE	TRUE	0.0211959200697683	0.0805220782488363	FALSE	FALSE	TRUE	3.05980091637182	3.02718605100055	3.10637962715182	0.820495950498253	0.269371942862371	0.338480862356995	1475	120	0.700493262176862	4.35084248043753
20170914-H04	20170914	H04	1	2.512759817	50x dilution	NA19101	NA19160	19101_19160	93	5306801	3311227	2240487	1070740	185335	2054729	423	0	159949	3945	155973	31	0	46	8781	NA19160	0.1754	0.08985	311848	8904	0.03	1	3577	TRUE	TRUE	0.323366534520285	TRUE	0.0827208548855673	TRUE	TRUE	0.0212857798041385	0.075909280493924	FALSE	FALSE	TRUE	1.16106282871068	2.36227507546666	2.6685842378257	-0.893808862471108	-0.431143528617182	-0.146153854358991	1821	134	0.554339583890831	1.39753959529659
